item_id,label_0_total_usage,label_0_total_surgeries,label_0_average_usage,label_1_total_usage,label_1_total_surgeries,label_1_average_usage,label_2_total_usage,label_2_total_surgeries,label_2_average_usage,label_3_total_usage,label_3_total_surgeries,label_3_average_usage,label_4_total_usage,label_4_total_surgeries,label_4_average_usage,label_5_total_usage,label_5_total_surgeries,label_5_average_usage,label_6_total_usage,label_6_total_surgeries,label_6_average_usage,label_7_total_usage,label_7_total_surgeries,label_7_average_usage,label_8_total_usage,label_8_total_surgeries,label_8_average_usage,label_9_total_usage,label_9_total_surgeries,label_9_average_usage,label_10_total_usage,label_10_total_surgeries,label_10_average_usage,label_11_total_usage,label_11_total_surgeries,label_11_average_usage,label_12_total_usage,label_12_total_surgeries,label_12_average_usage,label_13_total_usage,label_13_total_surgeries,label_13_average_usage,label_14_total_usage,label_14_total_surgeries,label_14_average_usage,label_15_total_usage,label_15_total_surgeries,label_15_average_usage
100128,31.0,17854,0.001736305589783802,379.0,377,1.0053050397877985,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
100129,14.0,17973,0.0007789461970733879,258.0,258,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
100132,23.0,17626,0.0013048905026665154,607.0,605,1.0033057851239668,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
100135,16.0,17883,0.0008947044679304368,348.0,348,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
100140,4.0,17986,0.0002223951962637607,240.0,238,1.0084033613445378,7.0,7,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
100933,144.0,17815,0.008083076059500422,267.0,255,1.0470588235294118,70.0,51,1.3725490196078431,30.0,18,1.6666666666666667,27.0,17,1.588235294117647,4.0,2,2.0,154.0,59,2.610169491525424,1.0,1,1.0,10.0,7,1.4285714285714286,2.0,1,2.0,17.0,4,4.25,na,na,na,na,na,na,na,na,na,1.0,1,1.0,na,na,na
101531,247.0,18049,0.013684968696326667,183.0,182,1.0054945054945055,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
10240,128.0,17947,0.00713211121635928,233.0,225,1.0355555555555556,13.0,10,1.3,19.0,6,3.1666666666666665,136.0,38,3.5789473684210527,4.0,1,4.0,na,na,na,na,na,na,10.0,3,3.3333333333333335,na,na,na,na,na,na,na,na,na,4.0,1,4.0,na,na,na,na,na,na,na,na,na
10802,340.0,18106,0.0187783055340771,113.0,112,1.0089285714285714,15.0,13,1.1538461538461537,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108140,12.0,17801,0.0006741194314926127,424.0,423,1.0023640661938533,7.0,7,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1119,149.0,18138,0.008214797662366304,7.0,6,1.1666666666666667,95.0,44,2.159090909090909,56.0,20,2.8,40.0,12,3.3333333333333335,na,na,na,18.0,7,2.5714285714285716,2.0,1,2.0,10.0,3,3.3333333333333335,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1121,2051.0,17983,0.11405216037368626,76.0,43,1.7674418604651163,368.0,183,2.010928961748634,6.0,3,2.0,47.0,18,2.611111111111111,na,na,na,3.0,1,3.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1122,1094.0,15511,0.07053059119334666,1607.0,703,2.2859174964438123,3220.0,1474,2.1845318860244234,220.0,63,3.492063492063492,135.0,22,6.136363636363637,701.0,72,9.73611111111111,3080.0,307,10.03257328990228,299.0,28,10.678571428571429,79.0,10,7.9,128.0,9,14.222222222222221,191.0,19,10.052631578947368,74.0,9,8.222222222222221,53.0,4,13.25,na,na,na,na,na,na,na,na,na
1132,207.0,17813,0.011620726435749172,517.0,350,1.477142857142857,121.0,65,1.8615384615384616,na,na,na,20.0,3,6.666666666666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114875,14.0,17563,0.0007971303308090873,678.0,668,1.0149700598802396,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114970,5.0,17859,0.00027997088302816507,314.0,309,1.0161812297734627,69.0,63,1.0952380952380953,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115036,33.0,17983,0.0018350664516487794,229.0,225,1.0177777777777777,25.0,23,1.0869565217391304,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
119216,388.0,18223,0.021291774131591945,8.0,8,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
119551,1358.0,17890,0.07590832867523756,509.0,340,1.4970588235294118,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
120767,6.0,17789,0.0003372870875259992,441.0,434,1.0161290322580645,8.0,8,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1216,331.0,18081,0.018306509595708204,269.0,146,1.8424657534246576,28.0,4,7.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
128453,302.0,14356,0.021036500417943717,3628.0,3552,1.0213963963963963,352.0,318,1.1069182389937107,6.0,4,1.5,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
128768,21.0,18028,0.001164854670512536,194.1000000015,195,0.9953846153923077,8.0,8,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
128770,54.0,18052,0.0029913582982495014,185.0,174,1.0632183908045978,na,na,na,4.0,3,1.3333333333333333,na,na,na,2.0,2,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
129250,13.0,17871,0.0007274355100442057,357.0,351,1.017094017094017,9.0,9,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
129507,17.0,17828,0.0009535562037244783,405.0,397,1.0201511335012594,6.0,6,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
129636,8.0,17356,0.0004609356994699239,872.0,850,1.0258823529411765,25.0,25,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
129639,14.0,17989,0.0007782533770637612,250.0,236,1.0593220338983051,6.0,6,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1298,758.0,18118,0.04183684733414284,189.0,61,3.098360655737705,6.0,1,6.0,12.0,2,6.0,185.0,49,3.7755102040816326,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1308,1885.0,14748,0.12781394087333875,1522.0,989,1.5389282103134478,3914.0,1884,2.0774946921443735,1746.0,511,3.416829745596869,255.0,99,2.5757575757575757,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1315,352.0299999714,18230,0.019310477233757544,5.0,1,5.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
133221,191.0,16536,0.011550556361877117,1812.0,1531,1.1835401698236447,289.0,162,1.7839506172839505,7.0,2,3.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
133496,40.0,18025,0.002219140083217753,209.0,206,1.0145631067961165,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
134027,157.0,18120,0.008664459161147903,116.0,111,1.045045045045045,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
134033,915.0,17793,0.05142471758556736,294.0,242,1.2148760330578512,219.0,129,1.697674418604651,19.0,10,1.9,149.0,53,2.811320754716981,9.0,3,3.0,3.0,1,3.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
134038,175.0,18115,0.009660502346121999,139.0,114,1.219298245614035,3.0,2,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
134049,187.0,18223,0.010261757120122922,7.0,7,1.0,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
134052,263.0,18207,0.01444499368374801,31.0,24,1.2916666666666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
134060,295.0,17502,0.01685521654668038,588.0,503,1.168986083499006,287.0,169,1.698224852071006,7.0,4,1.75,131.0,49,2.673469387755102,11.0,3,3.6666666666666665,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
13628,1119.0,18182,0.061544384556154436,69.0,34,2.0294117647058822,25.0,10,2.5,6.0,2,3.0,10.0,3,3.3333333333333335,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
13698,417.0,17404,0.0239600091932889,459.0,416,1.1033653846153846,719.0,395,1.820253164556962,7.0,4,1.75,22.0,12,1.8333333333333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
139426,42.0,17218,0.0024393077012428853,711.0,668,1.06437125748503,385.0,345,1.1159420289855073,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
14031,1987.0,17838,0.11139141159322793,314.0,198,1.5858585858585859,312.0,154,2.0259740259740258,40.0,21,1.9047619047619047,13.0,6,2.1666666666666665,na,na,na,113.0,14,8.071428571428571,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
14205,53.0,17998,0.002944771641293477,241.0,233,1.0343347639484979,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1430,68.0,17264,0.003938832252085264,95.0,90,1.0555555555555556,1549.0,862,1.796983758700696,3.0,2,1.5,46.0,13,3.5384615384615383,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
144932,4.0,17880,0.00022371364653243848,352.0,350,1.0057142857142858,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
15140,532.0,17775,0.029929676511954995,423.0,411,1.0291970802919708,80.0,45,1.7777777777777777,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
15813,1600.0,17170,0.093185789167152,1805.0,1000,1.805,146.0,55,2.6545454545454548,8.0,3,2.6666666666666665,na,na,na,11.0,3,3.6666666666666665,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1682,118.0,17679,0.006674585666610102,599.0,515,1.163106796116505,54.0,37,1.4594594594594594,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1686,126.0,17222,0.007316223435141099,1197.0,1009,1.1863230921704657,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1689,2108.0,17118,0.12314522724617362,1827.0,789,2.3155893536121672,738.0,268,2.753731343283582,211.0,41,5.146341463414634,17.0,7,2.4285714285714284,5.0,1,5.0,1.0,1,1.0,na,na,na,32.0,6,5.333333333333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1784,111.0,18149,0.006116039451209433,69.0,58,1.1896551724137931,10.0,5,2.0,na,na,na,31.0,11,2.8181818181818183,na,na,na,29.0,8,3.625,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1838,159.0,17658,0.009004417261297996,588.0,547,1.0749542961608776,29.0,26,1.1153846153846154,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1840,78.0,18106,0.004307964210758864,117.0,75,1.56,56.0,35,1.6,37.0,15,2.466666666666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1849,1785.0,18084,0.09870603848706039,56.0,51,1.0980392156862746,16.0,9,1.7777777777777777,214.0,83,2.5783132530120483,9.0,4,2.25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1864,261.0,18231,0.01431627447753826,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
18662,30.0,17816,0.0016838796587337224,248.0,236,1.0508474576271187,348.0,177,1.9661016949152543,1.0,1,1.0,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
18666,2016.0,17609,0.11448691010278834,2063.0,536,3.8488805970149254,134.0,82,1.6341463414634145,4.0,2,2.0,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1875,3566.0,18231,0.19560089956667215,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1883,62.0,18112,0.0034231448763250884,38.0,26,1.4615384615384615,166.0,87,1.9080459770114941,7.0,5,1.4,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1896,378.0,18060,0.020930232558139535,124.0,80,1.55,120.0,38,3.1578947368421053,8.0,5,1.6,na,na,na,17.0,7,2.4285714285714284,4.0,1,4.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,511.0,40,12.775,na,na,na,na,na,na,na,na,na
1898,453.0,18218,0.024865517619936328,18.0,12,1.5,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1905,364.0,18217,0.019981336114618213,13.0,9,1.4444444444444444,7.0,5,1.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1907,916.0,18218,0.05027994291360193,30.0,11,2.727272727272727,na,na,na,na,na,na,1.0,1,1.0,na,na,na,3.0,1,3.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1917,150.0,17752,0.008449752140603875,518.0,360,1.4388888888888889,309.0,118,2.6186440677966103,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1919,1738.0,17944,0.0968568880962996,138.0,80,1.725,514.0,158,3.2531645569620253,160.0,48,3.3333333333333335,na,na,na,na,na,na,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1924,618.0,18221,0.0339169090609736,15.0,10,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1925,718.0,17746,0.040459821931702916,216.0,119,1.815126050420168,293.0,141,2.078014184397163,255.0,78,3.269230769230769,395.0,92,4.293478260869565,192.0,37,5.1891891891891895,94.0,17,5.529411764705882,na,na,na,na,na,na,na,na,na,3.0,1,3.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1926,673.0,18213,0.036951627958051944,21.0,13,1.6153846153846154,6.0,5,1.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1945,75.0,18099,0.004143875352229405,66.0,43,1.5348837209302326,121.0,41,2.951219512195122,14.0,6,2.3333333333333335,138.0,42,3.2857142857142856,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198,110.0,17913,0.006140791603863116,303.0,280,1.082142857142857,41.0,38,1.0789473684210527,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
20089,320.0,17566,0.018217010133211888,876.0,650,1.3476923076923077,23.0,15,1.5333333333333334,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
20674,395.0,18205,0.021697335896731666,na,na,na,44.0,15,2.933333333333333,32.0,11,2.909090909090909,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
21660,173.0,18224,0.00949297629499561,7.0,1,7.0,na,na,na,18.0,6,3.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
21683,90.0,18095,0.004973749654600719,75.0,27,2.7777777777777777,93.0,32,2.90625,16.0,11,1.4545454545454546,36.0,5,7.2,87.0,13,6.6923076923076925,107.0,21,5.095238095238095,na,na,na,25.0,2,12.5,na,na,na,136.0,20,6.8,21.0,4,5.25,na,na,na,na,na,na,na,na,na,na,na,na
21685,138.0,18092,0.0076276807428697765,194.0,136,1.4264705882352942,3.0,3,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
21920,580.0,16594,0.03495239243099916,813.0,478,1.700836820083682,1658.0,691,2.399421128798842,743.0,345,2.1536231884057973,274.0,102,2.6862745098039214,47.0,17,2.764705882352941,15.0,3,5.0,na,na,na,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
22585,1732.0,17849,0.09703624852932938,122.0,86,1.4186046511627908,582.0,279,2.086021505376344,18.0,9,2.0,25.0,8,3.125,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
25671,380.0,17195,0.022099447513812154,936.0,839,1.1156138259833135,203.0,176,1.1534090909090908,28.0,21,1.3333333333333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
28441,148.0,17477,0.008468272586828402,573.0,554,1.0342960288808665,211.0,195,1.082051282051282,5.0,4,1.25,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2933,17.0,18046,0.0009420370165133548,195.0,184,1.059782608695652,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3070,1273.0,16821,0.07567921051067118,656.0,456,1.4385964912280702,1820.0,805,2.260869565217391,471.0,144,3.2708333333333335,14.0,5,2.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3181,423.0,17656,0.02395786135024921,2304.0,428,5.383177570093458,218.0,99,2.202020202020202,3.0,3,1.0,128.0,30,4.266666666666667,83.0,15,5.533333333333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
33603,384.0,18205,0.021093106289480912,70.0,12,5.833333333333333,20.0,10,2.0,1.0,1,1.0,6.0,1,6.0,11.0,2,5.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
34162,73.0,18110,0.0040309221424627275,147.0,120,1.225,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
34652,1594.0,17844,0.08932974669356647,6.0,5,1.2,762.0,363,2.0991735537190084,na,na,na,38.0,19,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
35863,21.0,17482,0.0012012355565724745,757.0,747,1.0133868808567603,2.0,2,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
35872,332.0,18163,0.018278918680834665,73.0,68,1.0735294117647058,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
