item_id,label_0_total_usage,label_0_total_surgeries,label_0_average_usage,label_1_total_usage,label_1_total_surgeries,label_1_average_usage,label_2_total_usage,label_2_total_surgeries,label_2_average_usage,label_3_total_usage,label_3_total_surgeries,label_3_average_usage,label_4_total_usage,label_4_total_surgeries,label_4_average_usage,label_5_total_usage,label_5_total_surgeries,label_5_average_usage,label_6_total_usage,label_6_total_surgeries,label_6_average_usage,label_7_total_usage,label_7_total_surgeries,label_7_average_usage,label_8_total_usage,label_8_total_surgeries,label_8_average_usage,label_9_total_usage,label_9_total_surgeries,label_9_average_usage,label_10_total_usage,label_10_total_surgeries,label_10_average_usage,label_11_total_usage,label_11_total_surgeries,label_11_average_usage,label_12_total_usage,label_12_total_surgeries,label_12_average_usage,label_13_total_usage,label_13_total_surgeries,label_13_average_usage,label_14_total_usage,label_14_total_surgeries,label_14_average_usage,label_15_total_usage,label_15_total_surgeries,label_15_average_usage
42532,121.0,18101,0.006684713551737473,178.0,93,1.913978494623656,59.0,37,1.5945945945945945,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
43973,405.0,18111,0.02236210038098393,142.0,109,1.3027522935779816,32.0,11,2.909090909090909,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44006,114.0,18128,0.006288614298323036,80.0,77,1.0389610389610389,26.0,26,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44031,102.0,17923,0.005691011549405792,244.0,211,1.1563981042654028,148.0,77,1.922077922077922,34.0,20,1.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44033,89.0,18060,0.0049280177187153934,167.0,166,1.0060240963855422,5.0,5,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44037,282.0,17773,0.015866764192876835,384.0,316,1.2151898734177216,223.0,142,1.5704225352112675,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44038,220.0,13616,0.01615746180963572,4631.0,4526,1.0231992929739284,147.0,89,1.651685393258427,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44057,101.0,18085,0.005584738733757258,130.0,129,1.0077519379844961,19.0,17,1.1176470588235294,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44165,3.0,17899,0.00016760712888988212,332.0,332,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44419,199.0,17559,0.011333219431630502,645.0,618,1.0436893203883495,55.0,54,1.0185185185185186,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44547,58.0,17966,0.0032283201603027943,242.0099999998,235,1.0298297872331914,45.0,30,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44644,547.0,17984,0.030415925266903916,308.0,223,1.3811659192825112,30.0,24,1.25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44680,292.0,17323,0.01685620273624661,1146.0,907,1.2635060639470783,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44696,152.0,18116,0.008390373150805918,1.0,1,1.0,311.0,114,2.7280701754385963,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44744,129.0,17918,0.007199464225918072,324.0,310,1.0451612903225806,3.0,3,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44748,20.0,17950,0.0011142061281337048,288.0,268,1.0746268656716418,17.0,13,1.3076923076923077,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
44763,19.0,17959,0.001057965365554875,7.0,6,1.1666666666666667,344.0,259,1.3281853281853282,1.0,1,1.0,7.0,6,1.1666666666666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4694,520.0,17504,0.029707495429616086,439.0,267,1.6441947565543071,236.0,136,1.7352941176470589,1041.0,301,3.4584717607973423,na,na,na,na,na,na,59.0,23,2.5652173913043477,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
47320,411.0,17343,0.023698322089603874,1352.0,690,1.9594202898550726,642.0,197,3.2588832487309647,4.0,1,4.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
51678,2279.0,18012,0.12652675993781923,154.0,69,2.2318840579710146,206.0,45,4.5777777777777775,3.0,3,1.0,188.0,40,4.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,725.0,62,11.693548387096774,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52413,183.0,18116,0.01010156767498344,103.0,98,1.0510204081632653,25.0,17,1.4705882352941178,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
56408,57.0,17533,0.0032510123766611534,689.0,673,1.0237741456166418,25.0,25,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
56931,1344.0,17857,0.07526460211681693,2.0,1,2.0,820.0,373,2.1983914209115283,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
58078,514.0,17188,0.029904584593902724,1095.0,753,1.454183266932271,500.0,250,2.0,114.0,40,2.85,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
58574,138.0,18116,0.007617575623758004,60.0,57,1.0526315789473684,78.0,51,1.5294117647058822,18.0,7,2.5714285714285716,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
60945,447.0,18020,0.024805771365149835,242.0,209,1.1578947368421053,3.0,2,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
61463,202.0,17736,0.011389264772214705,820.0,473,1.733615221987315,34.0,19,1.7894736842105263,5.0,3,1.6666666666666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
61565,75.0,18101,0.004143417490746368,19.0,12,1.5833333333333333,20.0,9,2.2222222222222223,163.0,68,2.3970588235294117,43.0,19,2.263157894736842,na,na,na,44.0,19,2.3157894736842106,3.0,2,1.5,na,na,na,4.0,1,4.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63475,403.0,18206,0.022135559705591563,27.0,25,1.08,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63951,29.0,17617,0.0016461372537889538,618.0,613,1.0081566068515497,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63952,9.0,17677,0.0005091361656389659,554.0,554,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63953,18.0,18024,0.0009986684420772304,207.0,206,1.0048543689320388,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63955,8.0,17934,0.0004460800713728114,298.0,297,1.0033670033670035,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63980,114.0,18085,0.006303566491567597,158.0,109,1.4495412844036697,56.0,34,1.6470588235294117,6.0,3,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6491,202.0,18231,0.011080028522845703,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
66465,58.0,17727,0.003271845207874993,622.0,494,1.2591093117408907,14.0,10,1.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
66935,402.0,18201,0.022086698533047636,na,na,na,na,na,na,89.0,30,2.966666666666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
67033,26.0,17904,0.00145218945487042,327.0,323,1.0123839009287925,4.0,4,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
68686,45.0,18045,0.0024937655860349127,186.0,186,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
69064,10.0,18046,0.000554139421478444,175.0,174,1.0057471264367817,14.0,11,1.2727272727272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
69084,826.0,18197,0.045392097598505245,30.0,24,1.25,15.0,10,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
69085,509.0,18178,0.028000880184838817,47.0,39,1.205128205128205,15.0,13,1.1538461538461537,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
69100,20.0,17893,0.0011177555468619013,292.0,291,1.0034364261168385,49.0,47,1.0425531914893618,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
70003,125.0,18145,0.006888950124001102,87.0,86,1.0116279069767442,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
70565,121.0,18149,0.006667033996363436,62.0,52,1.1923076923076923,38.0,28,1.3571428571428572,2.0,2,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
71360,19.0,17897,0.0010616304408560093,331.0,329,1.006079027355623,5.0,5,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
71976,12.0,18075,0.0006639004149377593,192.0,156,1.2307692307692308,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
72759,18.0,16884,0.0010660980810234541,1384.0,1347,1.0274684484038605,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
7414,464.0,18191,0.025507118904953,48.0,30,1.6,18.0,10,1.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
74307,122.0,17972,0.0067883374137547295,4.0,2,2.0,291.0,148,1.9662162162162162,6.0,2,3.0,80.0,20,4.0,377.0,87,4.333333333333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
74507,113.0,18118,0.006236891489126835,19.0,10,1.9,229.0,102,2.2450980392156863,na,na,na,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
7482,293.0,18201,0.016098016592494917,25.0,17,1.4705882352941178,22.0,13,1.6923076923076923,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
74968,63.0,18029,0.0034943701813744525,204.0,200,1.02,2.0,2,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
75130,20.0,17676,0.0011314777098891152,539.0,536,1.0055970149253732,19.0,19,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
75937,394.0,13736,0.028683750728013976,4683.0,4492,1.042520035618878,3.0,3,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
76057,4871.0,16732,0.2911188142481473,1526.0,1495,1.0207357859531772,4.0,4,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
78247,152.0,17962,0.00846230931967487,270.0,269,1.003717472118959,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
79283,64.0,17747,0.0036062433087282355,488.0,478,1.0209205020920502,6.0,6,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
79326,21.0,17996,0.0011669259835519004,237.0,235,1.0085106382978724,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
79548,239.0,18199,0.013132589702730919,33.0,30,1.1,2.0,2,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
79550,279.0,18231,0.015303603751851242,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
79832,106.0,17861,0.005934718100890208,387.0,370,1.045945945945946,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80192,123.0,15301,0.008038690281680937,2502.0,2446,1.0228945216680294,696.0,440,1.5818181818181818,70.0,44,1.5909090909090908,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80201,257.0,18231,0.014096867972135373,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80204,8.0,17827,0.0004487575026644977,405.0,404,1.0024752475247525,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80363,281.0,17687,0.015887374908124613,581.0,508,1.1437007874015748,46.0,35,1.3142857142857143,na,na,na,na,na,na,na,na,na,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80545,155.0,18125,0.008551724137931035,98.0,95,1.0315789473684212,11.0,11,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80652,135.0,18073,0.007469706191556466,na,na,na,28.0,14,2.0,173.0,81,2.1358024691358026,na,na,na,229.0,61,3.7540983606557377,7.0,2,3.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80861,6.0,17692,0.00033913633280578795,540.0,539,1.0018552875695732,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80918,228.0,18169,0.012548846937090649,62.0,62,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
80950,16.0,17679,0.0009050285649640817,512.0,495,1.0343434343434343,60.0,57,1.0526315789473684,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81003,82.0,18062,0.0045399180600155025,171.0,168,1.0178571428571428,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81491,7.0,17784,0.00039361223571749885,447.0,447,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81515,998.0,18229,0.05474792912392342,4.0,2,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81533,269.0,18226,0.01475913530121804,na,na,na,19.0,5,3.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81812,15.0,17130,0.0008756567425569177,1107.0,1101,1.005449591280654,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81910,705.0,18112,0.03892446996466431,138.0,118,1.1694915254237288,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na
82099,807.0,15549,0.05190044375844106,1220.0,1074,1.1359404096834265,2738.0,1388,1.9726224783861672,264.0,152,1.736842105263158,145.0,65,2.230769230769231,6.0,3,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
82171,178.0,18199,0.009780757184460684,27.0,25,1.08,7.0,7,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
82480,87.0,17985,0.004837364470391993,262.0,245,1.0693877551020408,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
82621,12.0,17658,0.0006795786612300374,576.0,569,1.0123022847100176,4.0,4,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
82848,1352.0,18220,0.07420417124039518,11.0,11,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
82864,1129.0,18163,0.06215933491163354,112.0,56,2.0,21.0,12,1.75,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
82955,5.0,17621,0.0002837523409568129,620.0,605,1.024793388429752,5.0,5,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
83104,39.0,17221,0.0022646768480343764,722.0,518,1.393822393822394,897.0,488,1.8381147540983607,7.0,4,1.75,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
83105,330.0,17899,0.018436784177887033,312.0,191,1.6335078534031413,164.0,141,1.1631205673758864,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
83106,16.0,17209,0.000929746063106514,1095.0,798,1.3721804511278195,442.0,219,2.0182648401826486,6.0,4,1.5,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
83164,27.0,17907,0.0015077902496230524,325.0,324,1.0030864197530864,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
83376,103.0,15781,0.006526836068690197,1758.0,1665,1.055855855855856,1090.0,722,1.5096952908587258,104.0,62,1.6774193548387097,2.0,1,2.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
83916,82.0,18118,0.004525885859366376,145.0,107,1.355140186915888,6.0,6,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
84033,14.0,17911,0.000781642566020881,298.0,291,1.0240549828178693,31.0,29,1.0689655172413792,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
84364,778.0,16582,0.046918345193583406,2406.0,1641,1.4661791590493602,8.0,8,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
84773,98.0,18004,0.005443234836702955,229.0,227,1.0088105726872247,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
85321,450.0,11829,0.0380420999239158,5870.0,5620,1.0444839857651245,927.0,719,1.2892906815020861,108.0,63,1.7142857142857142,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
86447,13.0,18030,0.0007210205213533001,205.0,201,1.0199004975124377,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
87191,134.0,17815,0.007521751333146225,419.0,415,1.0096385542168675,1.0,1,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
87199,3128.0,18221,0.1716700510400088,10.0,10,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
88364,934.0,18122,0.05153956516940735,116.0,100,1.16,9.0,9,1.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
89217,199.0,18128,0.010977493380406001,104.0,103,1.0097087378640777,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
96188,47.0,18000,0.002611111111111111,237.0,230,1.0304347826086957,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
